start_time,end_time,section,count,percentage
2018-11-04 18:00:00,2018-11-04 19:00:00,金世纪路,14,73.7%
2018-11-04 18:00:00,2018-11-04 19:00:00,高新南七道,7,17.1%
2018-11-04 18:00:00,2018-11-04 19:00:00,高新南三道,10,47.6%
2018-11-04 18:00:00,2018-11-04 19:00:00,高新南九道,2,7.7%
2018-11-04 18:00:00,2018-11-04 19:00:00,高新南五道,3,16.7%
2018-11-04 18:00:00,2018-11-04 19:00:00,高新南十一道,30,50.0%
2018-11-04 18:00:00,2018-11-04 19:00:00,高新南十道,21,28.8%
2018-11-04 18:00:00,2018-11-04 19:00:00,高新南四道,5,19.2%
2018-11-04 18:00:00,2018-11-04 19:00:00,高新南环路,91,37.9%
2018-11-04 18:00:00,2018-11-04 19:00:00,龙城路,31,100.0%
2018-11-04 19:00:00,2018-11-04 20:00:00,中心路(后海湾段),54,85.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,创业路(南油段),55,76.4%
2018-11-04 19:00:00,2018-11-04 20:00:00,创业路(后海湾段),4,22.2%
2018-11-04 19:00:00,2018-11-04 20:00:00,创业路辅道,39,90.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,华明路,1,33.3%
2018-11-04 19:00:00,2018-11-04 20:00:00,南头街,18,85.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,南新路,9,39.1%
2018-11-04 19:00:00,2018-11-04 20:00:00,后海大道辅道(后海段),61,76.3%
2018-11-04 19:00:00,2018-11-04 20:00:00,后海大道辅道(蛇口北段),12,20.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,四海路,47,85.5%
2018-11-04 19:00:00,2018-11-04 20:00:00,学府路(前海段),8,72.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,工业九路,39,78.0%
2018-11-04 19:00:00,2018-11-04 20:00:00,常兴路,41,62.1%
2018-11-04 19:00:00,2018-11-04 20:00:00,招商路(蛇口西段),38,62.3%
2018-11-04 19:00:00,2018-11-04 20:00:00,文心一路,12,92.3%
2018-11-04 19:00:00,2018-11-04 20:00:00,文心三路,10,83.3%
2018-11-04 19:00:00,2018-11-04 20:00:00,文心二路,27,90.0%
2018-11-04 19:00:00,2018-11-04 20:00:00,文心五路,10,71.4%
2018-11-04 19:00:00,2018-11-04 20:00:00,文心六路,51,87.9%
2018-11-04 19:00:00,2018-11-04 20:00:00,文心四路,22,91.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,海德一道,42,82.4%
2018-11-04 19:00:00,2018-11-04 20:00:00,海德一道(后海湾段),4,15.4%
2018-11-04 19:00:00,2018-11-04 20:00:00,海德三道,35,76.1%
2018-11-04 19:00:00,2018-11-04 20:00:00,海德二道,36,85.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,海德二道（南油段）,16,35.6%
2018-11-04 19:00:00,2018-11-04 20:00:00,海月路(东段),9,47.4%
2018-11-04 19:00:00,2018-11-04 20:00:00,登良路,24,82.8%
2018-11-04 19:00:00,2018-11-04 20:00:00,科技南一路,3,3.3%
2018-11-04 19:00:00,2018-11-04 20:00:00,科技南十二路,4,40.0%
2018-11-04 19:00:00,2018-11-04 20:00:00,科技南十路,15,51.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,科技南路,44,50.6%
2018-11-04 19:00:00,2018-11-04 20:00:00,荔园路(蛇口东段),33,61.1%
2018-11-04 19:00:00,2018-11-04 20:00:00,荔园路(蛇口西段),28,40.0%
2018-11-04 19:00:00,2018-11-04 20:00:00,金世纪路,14,73.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,高新南七道,4,9.8%
2018-11-04 19:00:00,2018-11-04 20:00:00,高新南三道,7,33.3%
2018-11-04 19:00:00,2018-11-04 20:00:00,高新南九道,2,7.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,高新南五道,2,11.1%
2018-11-04 19:00:00,2018-11-04 20:00:00,高新南十一道,30,50.0%
2018-11-04 19:00:00,2018-11-04 20:00:00,高新南十道,23,31.5%
2018-11-04 19:00:00,2018-11-04 20:00:00,高新南环路,69,28.7%
2018-11-04 19:00:00,2018-11-04 20:00:00,龙城路,30,96.8%
2018-11-04 20:00:00,2018-11-04 21:00:00,中心路(后海湾段),36,57.1%
2018-11-04 20:00:00,2018-11-04 21:00:00,创业路(南油段),40,55.6%
2018-11-04 20:00:00,2018-11-04 21:00:00,创业路(后海湾段),3,16.7%
2018-11-04 20:00:00,2018-11-04 21:00:00,创业路辅道,28,65.1%
2018-11-04 20:00:00,2018-11-04 21:00:00,华明路,1,33.3%
2018-11-04 20:00:00,2018-11-04 21:00:00,南头街,13,61.9%
2018-11-04 20:00:00,2018-11-04 21:00:00,南新路,7,30.4%
2018-11-04 20:00:00,2018-11-04 21:00:00,后海大道辅道(后海段),47,58.8%
2018-11-04 20:00:00,2018-11-04 21:00:00,后海大道辅道(蛇口北段),9,15.5%
2018-11-04 20:00:00,2018-11-04 21:00:00,四海路,39,70.9%
2018-11-04 20:00:00,2018-11-04 21:00:00,学府路(前海段),4,36.4%
2018-11-04 20:00:00,2018-11-04 21:00:00,工业九路,34,68.0%
2018-11-04 20:00:00,2018-11-04 21:00:00,常兴路,32,48.5%
2018-11-04 20:00:00,2018-11-04 21:00:00,招商路(蛇口西段),29,47.5%
2018-11-04 20:00:00,2018-11-04 21:00:00,文心一路,9,69.2%
2018-11-04 20:00:00,2018-11-04 21:00:00,文心三路,6,50.0%
2018-11-04 20:00:00,2018-11-04 21:00:00,文心二路,21,70.0%
2018-11-04 20:00:00,2018-11-04 21:00:00,文心五路,7,50.0%
2018-11-04 20:00:00,2018-11-04 21:00:00,文心六路,33,56.9%
2018-11-04 20:00:00,2018-11-04 21:00:00,文心四路,15,62.5%
2018-11-04 20:00:00,2018-11-04 21:00:00,海德一道,32,62.7%
2018-11-04 20:00:00,2018-11-04 21:00:00,海德一道(后海湾段),3,11.5%
2018-11-04 20:00:00,2018-11-04 21:00:00,海德三道,25,54.3%
2018-11-04 20:00:00,2018-11-04 21:00:00,海德二道,29,69.0%
2018-11-04 20:00:00,2018-11-04 21:00:00,海德二道（南油段）,12,26.7%
2018-11-04 20:00:00,2018-11-04 21:00:00,海月路(东段),6,31.6%
2018-11-04 20:00:00,2018-11-04 21:00:00,登良路,18,62.1%
2018-11-04 20:00:00,2018-11-04 21:00:00,科技南一路,1,1.1%
2018-11-04 20:00:00,2018-11-04 21:00:00,科技南十二路,2,20.0%
2018-11-04 20:00:00,2018-11-04 21:00:00,科技南十路,8,27.6%
2018-11-04 20:00:00,2018-11-04 21:00:00,科技南路,29,33.3%
2018-11-04 20:00:00,2018-11-04 21:00:00,荔园路(蛇口东段),25,46.3%
2018-11-04 20:00:00,2018-11-04 21:00:00,荔园路(蛇口西段),19,27.1%
2018-11-04 20:00:00,2018-11-04 21:00:00,金世纪路,12,63.2%
2018-11-04 20:00:00,2018-11-04 21:00:00,高新南七道,1,2.4%
2018-11-04 20:00:00,2018-11-04 21:00:00,高新南三道,3,14.3%
2018-11-04 20:00:00,2018-11-04 21:00:00,高新南九道,1,3.8%
2018-11-04 20:00:00,2018-11-04 21:00:00,高新南五道,1,5.6%
2018-11-04 20:00:00,2018-11-04 21:00:00,高新南十一道,17,28.3%
2018-11-04 20:00:00,2018-11-04 21:00:00,高新南十道,13,17.8%
2018-11-04 20:00:00,2018-11-04 21:00:00,高新南环路,43,17.9%
2018-11-04 20:00:00,2018-11-04 21:00:00,龙城路,23,74.2%
2018-11-05 07:00:00,2018-11-05 08:00:00,中心路(后海湾段),4,6.3%
2018-11-05 07:00:00,2018-11-05 08:00:00,创业路(南油段),28,38.9%
2018-11-05 07:00:00,2018-11-05 08:00:00,创业路(后海湾段),1,5.6%
2018-11-05 07:00:00,2018-11-05 08:00:00,创业路辅道,10,23.3%
2018-11-05 07:00:00,2018-11-05 08:00:00,华明路,1,33.3%
2018-11-05 07:00:00,2018-11-05 08:00:00,南头街,6,28.6%
2018-11-05 07:00:00,2018-11-05 08:00:00,南新路,3,13.0%
2018-11-05 07:00:00,2018-11-05 08:00:00,后海大道辅道(后海段),27,33.8%
2018-11-05 07:00:00,2018-11-05 08:00:00,后海大道辅道(蛇口北段),17,29.3%
2018-11-05 07:00:00,2018-11-05 08:00:00,四海路,12,21.8%
2018-11-05 07:00:00,2018-11-05 08:00:00,学府路(前海段),5,45.5%
2018-11-05 07:00:00,2018-11-05 08:00:00,工业九路,26,52.0%
2018-11-05 07:00:00,2018-11-05 08:00:00,常兴路,20,30.3%
2018-11-05 07:00:00,2018-11-05 08:00:00,招商路(蛇口西段),12,19.7%
2018-11-05 07:00:00,2018-11-05 08:00:00,文心一路,3,23.1%
2018-11-05 07:00:00,2018-11-05 08:00:00,文心三路,1,8.3%
2018-11-05 07:00:00,2018-11-05 08:00:00,文心二路,7,23.3%
2018-11-05 07:00:00,2018-11-05 08:00:00,文心六路,8,13.8%
2018-11-05 07:00:00,2018-11-05 08:00:00,文心四路,3,12.5%
2018-11-05 07:00:00,2018-11-05 08:00:00,海德一道,9,17.6%
2018-11-05 07:00:00,2018-11-05 08:00:00,海德一道(后海湾段),1,3.8%
2018-11-05 07:00:00,2018-11-05 08:00:00,海德三道,5,10.9%
2018-11-05 07:00:00,2018-11-05 08:00:00,海德二道,5,11.9%
2018-11-05 07:00:00,2018-11-05 08:00:00,海德二道（南油段）,7,15.6%
2018-11-05 07:00:00,2018-11-05 08:00:00,登良路,20,69.0%
2018-11-05 07:00:00,2018-11-05 08:00:00,科技南十二路,1,10.0%
2018-11-05 07:00:00,2018-11-05 08:00:00,科技南十路,1,3.4%
2018-11-05 07:00:00,2018-11-05 08:00:00,科技南路,1,1.1%
2018-11-05 07:00:00,2018-11-05 08:00:00,荔园路(蛇口东段),17,31.5%
2018-11-05 07:00:00,2018-11-05 08:00:00,荔园路(蛇口西段),11,15.7%
2018-11-05 07:00:00,2018-11-05 08:00:00,金世纪路,2,10.5%
2018-11-05 07:00:00,2018-11-05 08:00:00,高新南十一道,11,18.3%
2018-11-05 07:00:00,2018-11-05 08:00:00,高新南十道,6,8.2%
2018-11-05 07:00:00,2018-11-05 08:00:00,高新南四道,1,3.8%
2018-11-05 07:00:00,2018-11-05 08:00:00,高新南环路,42,17.5%
2018-11-05 07:00:00,2018-11-05 08:00:00,龙城路,16,51.6%
2018-11-05 08:00:00,2018-11-05 09:00:00,中心路(后海湾段),17,27.0%
2018-11-05 08:00:00,2018-11-05 09:00:00,创业路(南油段),18,25.0%
2018-11-05 08:00:00,2018-11-05 09:00:00,创业路(后海湾段),2,11.1%
2018-11-05 08:00:00,2018-11-05 09:00:00,创业路辅道,11,25.6%
2018-11-05 08:00:00,2018-11-05 09:00:00,南头街,8,38.1%
2018-11-05 08:00:00,2018-11-05 09:00:00,南新路,5,21.7%
2018-11-05 08:00:00,2018-11-05 09:00:00,后海大道辅道(后海段),30,37.5%
2018-11-05 08:00:00,2018-11-05 09:00:00,后海大道辅道(蛇口北段),17,29.3%
2018-11-05 08:00:00,2018-11-05 09:00:00,四海路,12,21.8%
2018-11-05 08:00:00,2018-11-05 09:00:00,学府路(前海段),6,54.5%
2018-11-05 08:00:00,2018-11-05 09:00:00,工业九路,26,52.0%
2018-11-05 08:00:00,2018-11-05 09:00:00,常兴路,33,50.0%
2018-11-05 08:00:00,2018-11-05 09:00:00,招商路(蛇口西段),15,24.6%
2018-11-05 08:00:00,2018-11-05 09:00:00,文心一路,3,23.1%
2018-11-05 08:00:00,2018-11-05 09:00:00,文心三路,6,50.0%
2018-11-05 08:00:00,2018-11-05 09:00:00,文心二路,14,46.7%
2018-11-05 08:00:00,2018-11-05 09:00:00,文心五路,2,14.3%
2018-11-05 08:00:00,2018-11-05 09:00:00,文心六路,19,32.8%
2018-11-05 08:00:00,2018-11-05 09:00:00,文心四路,20,83.3%
2018-11-05 08:00:00,2018-11-05 09:00:00,海德一道,10,19.6%
2018-11-05 08:00:00,2018-11-05 09:00:00,海德一道(后海湾段),1,3.8%
2018-11-05 08:00:00,2018-11-05 09:00:00,海德三道,14,30.4%
2018-11-05 08:00:00,2018-11-05 09:00:00,海德二道,15,35.7%
2018-11-05 08:00:00,2018-11-05 09:00:00,海德二道（南油段）,12,26.7%
2018-11-05 08:00:00,2018-11-05 09:00:00,登良路,15,51.7%
2018-11-05 08:00:00,2018-11-05 09:00:00,科技南一路,1,1.1%
2018-11-05 08:00:00,2018-11-05 09:00:00,科技南十二路,4,40.0%
2018-11-05 08:00:00,2018-11-05 09:00:00,科技南十路,3,10.3%
2018-11-05 08:00:00,2018-11-05 09:00:00,科技南路,5,5.7%
2018-11-05 08:00:00,2018-11-05 09:00:00,荔园路(蛇口东段),23,42.6%
2018-11-05 08:00:00,2018-11-05 09:00:00,荔园路(蛇口西段),14,20.0%
2018-11-05 08:00:00,2018-11-05 09:00:00,金世纪路,3,15.8%
2018-11-05 08:00:00,2018-11-05 09:00:00,高新南三道,7,33.3%
2018-11-05 08:00:00,2018-11-05 09:00:00,高新南九道,1,3.8%
2018-11-05 08:00:00,2018-11-05 09:00:00,高新南五道,3,16.7%
2018-11-05 08:00:00,2018-11-05 09:00:00,高新南十一道,13,21.7%
2018-11-05 08:00:00,2018-11-05 09:00:00,高新南十道,8,11.0%
2018-11-05 08:00:00,2018-11-05 09:00:00,高新南四道,2,7.7%
2018-11-05 08:00:00,2018-11-05 09:00:00,高新南环路,54,22.5%
2018-11-05 08:00:00,2018-11-05 09:00:00,龙城路,18,58.1%
2018-11-05 09:00:00,2018-11-05 10:00:00,中心路(后海湾段),30,47.6%
2018-11-05 09:00:00,2018-11-05 10:00:00,创业路(南油段),6,8.3%
2018-11-05 09:00:00,2018-11-05 10:00:00,创业路(后海湾段),6,33.3%
2018-11-05 09:00:00,2018-11-05 10:00:00,创业路辅道,8,18.6%
2018-11-05 09:00:00,2018-11-05 10:00:00,华明路,2,66.7%
2018-11-05 09:00:00,2018-11-05 10:00:00,南头街,7,33.3%
2018-11-05 09:00:00,2018-11-05 10:00:00,南新路,5,21.7%
2018-11-05 09:00:00,2018-11-05 10:00:00,后海大道辅道(后海段),18,22.5%
2018-11-05 09:00:00,2018-11-05 10:00:00,后海大道辅道(蛇口北段),7,12.1%
2018-11-05 09:00:00,2018-11-05 10:00:00,四海路,4,7.3%
2018-11-05 09:00:00,2018-11-05 10:00:00,学府路(前海段),6,54.5%
2018-11-05 09:00:00,2018-11-05 10:00:00,工业九路,10,20.0%
2018-11-05 09:00:00,2018-11-05 10:00:00,常兴路,33,50.0%
2018-11-05 09:00:00,2018-11-05 10:00:00,招商路(蛇口西段),17,27.9%
2018-11-05 09:00:00,2018-11-05 10:00:00,文心一路,2,15.4%
2018-11-05 09:00:00,2018-11-05 10:00:00,文心三路,7,58.3%
2018-11-05 09:00:00,2018-11-05 10:00:00,文心二路,16,53.3%
2018-11-05 09:00:00,2018-11-05 10:00:00,文心五路,5,35.7%
2018-11-05 09:00:00,2018-11-05 10:00:00,文心六路,18,31.0%
2018-11-05 09:00:00,2018-11-05 10:00:00,文心四路,21,87.5%
2018-11-05 09:00:00,2018-11-05 10:00:00,海德一道,12,23.5%
2018-11-05 09:00:00,2018-11-05 10:00:00,海德一道(后海湾段),1,3.8%
2018-11-05 09:00:00,2018-11-05 10:00:00,海德三道,21,45.7%
2018-11-05 09:00:00,2018-11-05 10:00:00,海德二道,20,47.6%
2018-11-05 09:00:00,2018-11-05 10:00:00,海德二道（南油段）,8,17.8%
2018-11-05 09:00:00,2018-11-05 10:00:00,海月路(东段),2,10.5%
2018-11-05 09:00:00,2018-11-05 10:00:00,登良路,14,48.3%
2018-11-05 09:00:00,2018-11-05 10:00:00,科技南一路,4,4.3%
2018-11-05 09:00:00,2018-11-05 10:00:00,科技南十二路,4,40.0%
2018-11-05 09:00:00,2018-11-05 10:00:00,科技南十路,5,17.2%
2018-11-05 09:00:00,2018-11-05 10:00:00,科技南路,8,9.2%
2018-11-05 09:00:00,2018-11-05 10:00:00,荔园路(蛇口东段),21,38.9%
2018-11-05 09:00:00,2018-11-05 10:00:00,荔园路(蛇口西段),14,20.0%
2018-11-05 09:00:00,2018-11-05 10:00:00,金世纪路,1,5.3%
2018-11-05 09:00:00,2018-11-05 10:00:00,高新南七道,6,14.6%
2018-11-05 09:00:00,2018-11-05 10:00:00,高新南三道,9,42.9%
2018-11-05 09:00:00,2018-11-05 10:00:00,高新南九道,4,15.4%
2018-11-05 09:00:00,2018-11-05 10:00:00,高新南五道,3,16.7%
2018-11-05 09:00:00,2018-11-05 10:00:00,高新南十一道,10,16.7%
2018-11-05 09:00:00,2018-11-05 10:00:00,高新南十道,5,6.8%
2018-11-05 09:00:00,2018-11-05 10:00:00,高新南四道,4,15.4%
2018-11-05 09:00:00,2018-11-05 10:00:00,高新南环路,46,19.2%
2018-11-05 09:00:00,2018-11-05 10:00:00,龙城路,10,32.3%
2018-11-05 10:00:00,2018-11-05 11:00:00,中心路(后海湾段),40,63.5%
2018-11-05 10:00:00,2018-11-05 11:00:00,创业路(南油段),1,1.4%
2018-11-05 10:00:00,2018-11-05 11:00:00,创业路(后海湾段),6,33.3%
2018-11-05 10:00:00,2018-11-05 11:00:00,创业路辅道,8,18.6%
2018-11-05 10:00:00,2018-11-05 11:00:00,华明路,1,33.3%
2018-11-05 10:00:00,2018-11-05 11:00:00,南头街,9,42.9%
2018-11-05 10:00:00,2018-11-05 11:00:00,南新路,6,26.1%
2018-11-05 10:00:00,2018-11-05 11:00:00,后海大道辅道(后海段),18,22.5%
2018-11-05 10:00:00,2018-11-05 11:00:00,后海大道辅道(蛇口北段),3,5.2%
2018-11-05 10:00:00,2018-11-05 11:00:00,四海路,7,12.7%
2018-11-05 10:00:00,2018-11-05 11:00:00,学府路(前海段),6,54.5%
2018-11-05 10:00:00,2018-11-05 11:00:00,工业九路,10,20.0%
2018-11-05 10:00:00,2018-11-05 11:00:00,常兴路,39,59.1%
2018-11-05 10:00:00,2018-11-05 11:00:00,招商路(蛇口西段),28,45.9%
2018-11-05 10:00:00,2018-11-05 11:00:00,文心一路,1,7.7%
2018-11-05 10:00:00,2018-11-05 11:00:00,文心三路,7,58.3%
2018-11-05 10:00:00,2018-11-05 11:00:00,文心二路,17,56.7%
2018-11-05 10:00:00,2018-11-05 11:00:00,文心五路,6,42.9%
2018-11-05 10:00:00,2018-11-05 11:00:00,文心六路,26,44.8%
2018-11-05 10:00:00,2018-11-05 11:00:00,文心四路,21,87.5%
2018-11-05 10:00:00,2018-11-05 11:00:00,海德一道,7,13.7%
2018-11-05 10:00:00,2018-11-05 11:00:00,海德一道(后海湾段),1,3.8%
2018-11-05 10:00:00,2018-11-05 11:00:00,海德三道,26,56.5%
2018-11-05 10:00:00,2018-11-05 11:00:00,海德二道,21,50.0%
2018-11-05 10:00:00,2018-11-05 11:00:00,海德二道（南油段）,9,20.0%
2018-11-05 10:00:00,2018-11-05 11:00:00,海月路(东段),1,5.3%
2018-11-05 10:00:00,2018-11-05 11:00:00,登良路,9,31.0%
2018-11-05 10:00:00,2018-11-05 11:00:00,科技南一路,14,15.2%
2018-11-05 10:00:00,2018-11-05 11:00:00,科技南十二路,7,70.0%
2018-11-05 10:00:00,2018-11-05 11:00:00,科技南十路,11,37.9%
2018-11-05 10:00:00,2018-11-05 11:00:00,科技南路,19,21.8%
2018-11-05 10:00:00,2018-11-05 11:00:00,荔园路(蛇口东段),22,40.7%
2018-11-05 10:00:00,2018-11-05 11:00:00,荔园路(蛇口西段),18,25.7%
2018-11-05 10:00:00,2018-11-05 11:00:00,金世纪路,4,21.1%
2018-11-05 10:00:00,2018-11-05 11:00:00,高新南七道,12,29.3%
2018-11-05 10:00:00,2018-11-05 11:00:00,高新南三道,9,42.9%
2018-11-05 10:00:00,2018-11-05 11:00:00,高新南九道,4,15.4%
2018-11-05 10:00:00,2018-11-05 11:00:00,高新南五道,10,55.6%
2018-11-05 10:00:00,2018-11-05 11:00:00,高新南十一道,10,16.7%
2018-11-05 10:00:00,2018-11-05 11:00:00,高新南十道,7,9.6%
2018-11-05 10:00:00,2018-11-05 11:00:00,高新南四道,13,50.0%
2018-11-05 10:00:00,2018-11-05 11:00:00,高新南环路,51,21.3%
2018-11-05 10:00:00,2018-11-05 11:00:00,龙城路,6,19.4%
2018-11-05 11:00:00,2018-11-05 12:00:00,中心路(后海湾段),37,58.7%
2018-11-05 11:00:00,2018-11-05 12:00:00,创业路(南油段),4,5.6%
2018-11-05 11:00:00,2018-11-05 12:00:00,创业路(后海湾段),9,50.0%
2018-11-05 11:00:00,2018-11-05 12:00:00,创业路辅道,13,30.2%
2018-11-05 11:00:00,2018-11-05 12:00:00,华明路,2,66.7%
2018-11-05 11:00:00,2018-11-05 12:00:00,南头街,16,76.2%
2018-11-05 11:00:00,2018-11-05 12:00:00,南新路,8,34.8%
2018-11-05 11:00:00,2018-11-05 12:00:00,后海大道辅道(后海段),19,23.8%
2018-11-05 11:00:00,2018-11-05 12:00:00,四海路,11,20.0%
2018-11-05 11:00:00,2018-11-05 12:00:00,学府路(前海段),6,54.5%
2018-11-05 11:00:00,2018-11-05 12:00:00,工业九路,8,16.0%
2018-11-05 11:00:00,2018-11-05 12:00:00,常兴路,41,62.1%
2018-11-05 11:00:00,2018-11-05 12:00:00,招商路(蛇口西段),25,41.0%
2018-11-05 11:00:00,2018-11-05 12:00:00,文心一路,6,46.2%
2018-11-05 11:00:00,2018-11-05 12:00:00,文心三路,9,75.0%
2018-11-05 11:00:00,2018-11-05 12:00:00,文心二路,18,60.0%
2018-11-05 11:00:00,2018-11-05 12:00:00,文心五路,9,64.3%
2018-11-05 11:00:00,2018-11-05 12:00:00,文心六路,31,53.4%
2018-11-05 11:00:00,2018-11-05 12:00:00,文心四路,23,95.8%
2018-11-05 11:00:00,2018-11-05 12:00:00,海德一道,17,33.3%
2018-11-05 11:00:00,2018-11-05 12:00:00,海德一道(后海湾段),1,3.8%
2018-11-05 11:00:00,2018-11-05 12:00:00,海德三道,28,60.9%
2018-11-05 11:00:00,2018-11-05 12:00:00,海德二道,28,66.7%
2018-11-05 11:00:00,2018-11-05 12:00:00,海德二道（南油段）,16,35.6%
2018-11-05 11:00:00,2018-11-05 12:00:00,海月路(东段),1,5.3%
2018-11-05 11:00:00,2018-11-05 12:00:00,登良路,16,55.2%
2018-11-05 11:00:00,2018-11-05 12:00:00,科技南一路,16,17.4%
2018-11-05 11:00:00,2018-11-05 12:00:00,科技南十二路,8,80.0%
2018-11-05 11:00:00,2018-11-05 12:00:00,科技南十路,17,58.6%
2018-11-05 11:00:00,2018-11-05 12:00:00,科技南路,25,28.7%
2018-11-05 11:00:00,2018-11-05 12:00:00,荔园路(蛇口东段),21,38.9%
2018-11-05 11:00:00,2018-11-05 12:00:00,荔园路(蛇口西段),23,32.9%
2018-11-05 11:00:00,2018-11-05 12:00:00,金世纪路,4,21.1%
2018-11-05 11:00:00,2018-11-05 12:00:00,高新南七道,17,41.5%
2018-11-05 11:00:00,2018-11-05 12:00:00,高新南三道,8,38.1%
2018-11-05 11:00:00,2018-11-05 12:00:00,高新南九道,10,38.5%
2018-11-05 11:00:00,2018-11-05 12:00:00,高新南五道,7,38.9%
2018-11-05 11:00:00,2018-11-05 12:00:00,高新南十一道,19,31.7%
2018-11-05 11:00:00,2018-11-05 12:00:00,高新南十道,16,21.9%
2018-11-05 11:00:00,2018-11-05 12:00:00,高新南四道,15,57.7%
2018-11-05 11:00:00,2018-11-05 12:00:00,高新南环路,56,23.3%
2018-11-05 11:00:00,2018-11-05 12:00:00,龙城路,6,19.4%
2018-11-05 12:00:00,2018-11-05 13:00:00,中心路(后海湾段),36,57.1%
2018-11-05 12:00:00,2018-11-05 13:00:00,创业路(南油段),6,8.3%
2018-11-05 12:00:00,2018-11-05 13:00:00,创业路(后海湾段),8,44.4%
2018-11-05 12:00:00,2018-11-05 13:00:00,创业路辅道,11,25.6%
2018-11-05 12:00:00,2018-11-05 13:00:00,华明路,2,66.7%
2018-11-05 12:00:00,2018-11-05 13:00:00,南头街,18,85.7%
2018-11-05 12:00:00,2018-11-05 13:00:00,南新路,14,60.9%
2018-11-05 12:00:00,2018-11-05 13:00:00,后海大道辅道(后海段),13,16.3%
2018-11-05 12:00:00,2018-11-05 13:00:00,四海路,14,25.5%
2018-11-05 12:00:00,2018-11-05 13:00:00,学府路(前海段),8,72.7%
2018-11-05 12:00:00,2018-11-05 13:00:00,工业九路,3,6.0%
2018-11-05 12:00:00,2018-11-05 13:00:00,常兴路,42,63.6%
2018-11-05 12:00:00,2018-11-05 13:00:00,招商路(蛇口西段),30,49.2%
2018-11-05 12:00:00,2018-11-05 13:00:00,文心一路,12,92.3%
2018-11-05 12:00:00,2018-11-05 13:00:00,文心三路,9,75.0%
2018-11-05 12:00:00,2018-11-05 13:00:00,文心二路,19,63.3%
2018-11-05 12:00:00,2018-11-05 13:00:00,文心五路,11,78.6%
2018-11-05 12:00:00,2018-11-05 13:00:00,文心六路,46,79.3%
2018-11-05 12:00:00,2018-11-05 13:00:00,文心四路,22,91.7%
2018-11-05 12:00:00,2018-11-05 13:00:00,海德一道,31,60.8%
2018-11-05 12:00:00,2018-11-05 13:00:00,海德一道(后海湾段),1,3.8%
2018-11-05 12:00:00,2018-11-05 13:00:00,海德三道,30,65.2%
2018-11-05 12:00:00,2018-11-05 13:00:00,海德二道,35,83.3%
2018-11-05 12:00:00,2018-11-05 13:00:00,海德二道（南油段）,16,35.6%
2018-11-05 12:00:00,2018-11-05 13:00:00,海月路(东段),1,5.3%
2018-11-05 12:00:00,2018-11-05 13:00:00,登良路,18,62.1%
2018-11-05 12:00:00,2018-11-05 13:00:00,科技南一路,11,12.0%
2018-11-05 12:00:00,2018-11-05 13:00:00,科技南十二路,8,80.0%
2018-11-05 12:00:00,2018-11-05 13:00:00,科技南十路,19,65.5%
2018-11-05 12:00:00,2018-11-05 13:00:00,科技南路,34,39.1%
2018-11-05 12:00:00,2018-11-05 13:00:00,荔园路(蛇口东段),14,25.9%
2018-11-05 12:00:00,2018-11-05 13:00:00,荔园路(蛇口西段),20,28.6%
2018-11-05 12:00:00,2018-11-05 13:00:00,金世纪路,4,21.1%
2018-11-05 12:00:00,2018-11-05 13:00:00,高新南七道,14,34.1%
2018-11-05 12:00:00,2018-11-05 13:00:00,高新南三道,9,42.9%
2018-11-05 12:00:00,2018-11-05 13:00:00,高新南九道,11,42.3%
2018-11-05 12:00:00,2018-11-05 13:00:00,高新南五道,7,38.9%
2018-11-05 12:00:00,2018-11-05 13:00:00,高新南十一道,26,43.3%
2018-11-05 12:00:00,2018-11-05 13:00:00,高新南十道,11,15.1%
2018-11-05 12:00:00,2018-11-05 13:00:00,高新南四道,15,57.7%
2018-11-05 12:00:00,2018-11-05 13:00:00,高新南环路,61,25.4%
2018-11-05 12:00:00,2018-11-05 13:00:00,龙城路,4,12.9%
2018-11-05 13:00:00,2018-11-05 14:00:00,中心路(后海湾段),38,60.3%
2018-11-05 13:00:00,2018-11-05 14:00:00,创业路(南油段),7,9.7%
2018-11-05 13:00:00,2018-11-05 14:00:00,创业路(后海湾段),5,27.8%
2018-11-05 13:00:00,2018-11-05 14:00:00,创业路辅道,14,32.6%
2018-11-05 13:00:00,2018-11-05 14:00:00,华明路,1,33.3%
2018-11-05 13:00:00,2018-11-05 14:00:00,南头街,17,81.0%
2018-11-05 13:00:00,2018-11-05 14:00:00,南新路,14,60.9%
2018-11-05 13:00:00,2018-11-05 14:00:00,后海大道辅道(后海段),14,17.5%
2018-11-05 13:00:00,2018-11-05 14:00:00,四海路,13,23.6%
2018-11-05 13:00:00,2018-11-05 14:00:00,学府路(前海段),5,45.5%
2018-11-05 13:00:00,2018-11-05 14:00:00,工业九路,4,8.0%
